book_id,title,author,genre,language,summary,complexity_score
5011,Di Bawah Lindungan Ka`Bah,Hamka,Fiction|Agama,id,"Di Bawah Lindungan Ka'bah adalah novel sekaligus karya sastra klasik Indonesia yang ditulis oleh Haji Abdul Malik Karim Amrullah atau lebih dikenal dengan Hamka. Novel ini diterbitkan pada tahun 1938 oleh Balai Pustaka, penerbit nasional Hindia Belanda. Novel ini menceritakan kisah antara Hamid dan Zainab yang sama-sama jatuh cinta, tetapi terpisah mulai dari karena perbedaan latar belakang sosial hingga Zainab yang dihadapkan oleh permintaan ibunya agar menikah dengan laki-laki yang telah dipilihkan. Pada akhir cerita, Hamid memutuskan pergi ke Mekkah, kemudian terus beribadah hingga akhirnya meninggal di hadapan Ka'bah setelah mengetahui Zainab meninggal. Novel ini disambut baik dari berbagai kalangan, bahkan hingga saat ini telah diadaptasikan menjadi film sebanyak dua kali, masing-masing dengan judul yang sama, yaitu pada tahun 1981 dan 2011. Sinopsis Hamid dan Zainab, dua Insan yang saling jatuh cinta, tetapi terpisahkan oleh perbedaan latar belakang keluarga dan derajat ekonomi. Perasaan cinta mereka tersimpan rapi dalam hati masing-masing dan tidak terungkapkan. Ketidakberdayaan Hamid dalam mengungkapkan perasaannya semakin memberatkan hati dan perasaan Hamid ketika Mak Asiah, Ibu Zainab, meminta dirinya untuk melunakkan hati Zainab agar mau menikah dengan laki-laki pilihan keluarga. Untuk mengobati luka hatinya, Hamid memutuskan pergi dari Padang ke Mekah. Memohon perlindungan Allah SWT dengan terus beribadah di hadapan Ka'bah. Detail Penulis Hamka Jumlah Halaman 91 Penerbit Gema Insani Tanggal Terbit 1 Okt 2017 Format Soft Cover Berat 0.15 kg ISBN 9786022504214 Lebar 13 cm Bahasa Indonesia Panjang 20cm",
5012,Kekasih Peliharaan,Cicilia Oday,Fiction|Antologi,id,"Cerita-cerita ini merangkum perasaan alienasi, pengabaian, kehangatan, dan pengkhianatan. Setidaknya bagi arwah seorang bayi yang mendapati dirinya tidak jadi meninggal tapi terlahir hidup-hidup sebagai bayi kucing. Atau kucing hitam pembawa sial yang mulai mempertanyakan hakikat baik dan jahat. Di tempat yang lebih terang, ada seorang pria yang membeli Siberian Husky sebagai simbol status dan kemapanan. Seorang perempuan kesepian ‘mengadopsi’ seorang pemuda yang mirip anjing kesayangannya yang meninggal bertahun-tahun lalu. Perempuan kesepian lain sudi bertukar tubuh dengan seekor kucing hanya supaya bisa dekat dengan gebetan. Tetapi barangkali tak ada yang lebih irasional daripada seorang suami yang cemburu buta pada anjing istrinya karena kalah maskulin.",
5013,Frieren: After “The End” Anthology ~ The Magic Across Different Paths~,Tsukasa Abe,Fiction|Antologi,id,"""Sebuah antologi dari serial Frieren: After “The End”! Mulai dari cerita soal makanan, kendama, obsesi Frieren terhadap Mimic, sampai masa lalu Himmel bersama Heiter… Tiap kisahnya menyusuri jejak-jejak sihir dan kenangan lintas waktu!""",
5014,Kronik Pangeran Benawa Menurut Jessica dan Cerita-Cerita Lainnya,Bre Redana,Fiction|Antologi,id,"Sebagaimana bergerak untuk mengaktifkan dan melatih tubuh, menulis dan membaca saya hayati sebagai disiplin untuk mengaktifkan daya kognisi dan imajinasi otak. Dari situ selama isolasi sosial disebabkan wabah Covid-19 ini lahir “Kronik Pangeran Benawa Menurut Jessica” dan cerita-cerita lainnya. Membaca Bre melalui cerita-ceritanya kita merasa berada di antara masa lalu yang terus memanggil dan masa kini yang terus bergerak ke masa depan. —Linda Christanty Penulis dan pegiat budaya",
5015,What My Mother and I Don`t Talk About: Esai-Esai yang Memecah Hening di Balik Hubungan Kita dan Ibu,Michele Filgate,Fiction|Antologi,id,"Lima belas penulis berbakat membuka tabir hal-hal yang relatif tidak kita bicarakan dengan ibu kita, dan bagaimana hal itu membentuk hidup kita. Saat masih kuliah, Michele Filgate menulis esai tentang pelecehan yang dialaminya dari ayah tirinya. Butuh lebih dari satu dekade baginya untuk menyadari apa yang sebenarnya ingin dia tulis: bagaimana hal itu memengaruhi hubungannya dengan ibunya. Berawal dari esai viral Michele itu, lahirlah buku antologi ini: kumpulan kisah jujur tentang cinta, luka, hening, dan kerinduan yang menyelimuti relasi ibu-anak. Dari Leslie Jamison yang mencoba memahami sosok ibunya sebelum menjadi seorang ibu, Cathi Hanauer yang akhirnya bisa berbincang dengan ibunya tanpa bayang-bayang ayah yang dominan, hingga André Aciman yang tumbuh bersama ibu yang tuli—masing-masing cerita mengajak kita menengok sisi rapuh sekaligus kuatnya ikatan kita dengan ibu. Seperti kata Filgate, “Ibu adalah rumah pertama kita, dan itulah kenapa kita selalu ingin kembali kepada mereka.” Membuka suara atas yang tak terucap adalah langkah menuju pemahaman, penyembuhan, dan rekonsiliasi kita dengan orang lain dan—mungkin, yang terpenting—dengan diri kita sendiri.",
5016,Mamak Pulang,"Chappy Hakim, Budiman Hakim, dkk.",Fiction|Antologi,id,"Pelajaran berharga dari Mamak yang paling melekat dalam hidup saya adalah nilai-nilai sederhana yang ternyata merupakan kompas moral sepanjang perjalanan hidup ini. Mamak selalu berpesan, jangan serakah. Dalam hidup ini katanya, yang terpenting bukanlah tentang seberapa banyak yang kita miliki. Pesan itu terdengar sederhana, namun justru di situlah letak kebijaksanaannya. Mamak juga selalu menekankan untuk tidak pernah menyerah, apalagi putus asa. Ia percaya bahwa setiap kesulitan datang membawa pelajaran. Kalau jatuh, bangkitlah lagi, ”Never Say Die” katanya, Kalimat itu begitu sering saya dengar hingga melekat di hati, menjadi pegangan di saat-saat paling sulit dalam hidup.",
5017,Antologi Naskah Monolog: Di Tepi Sejarah,Ahda Imran,Fiction|Antologi,id,"Di Tepi Sejarah adalah rangkaian monolog yang mengangkat tokoh tokoh yang berada di luar pusaran besar sejarah bangsa Indonesia atau bahkan tokoh-tokoh yang dilupakan, namun memiliki sumbangsih bagi peradaban bangsa. Meski mengangkat tokoh-tokoh yang hidup di masa lalu, Di Tepi Sejarah masih tetap relevan dengan kondisi saat ini, baik dari segi politik, sosial, kesenian, maupun kebudayaan, sehingga kita semakin menyadari makna dalam kehidupan berbangsa. Buku ini berisi 14 naskah seri monolog Di Tepi Sejarah dari musim pertama, kedua dan ketiga yang mengangkat 14 tokoh bangsa. Tayangan pentas Di Tepi Sejarah masih dapat disaksikan di kanal YouTube Budaya Saya dan Kanal Budaya Indonesiana TV.",
5018,Kumpulan Cerita Bersahabat dengan Alien,Pringadi Abdi Surya,Fiction|Antologi,id,"“Bisakah kita merindukan seseorang yang belum kita temui sebelumnya?” tanya lelaki itu. Baru semalam ia berangkat dari Sumbawa, menyusuri garis pantai sampai Poto Tano. Malam itu, ombak di selat Alas tidak begitu bersahabat. Barangkali ada seseorang yang telah meninggalkannya ketika bermain ayunan. Jadi diombang-ambingkannya kapal laut tua itu, sambil mengingat tragedi kapal tua Munawar yang tenggelam beberapa bulan sebelumnya. Ia bisa saja berteleportasi. Tapi jangkauan teleportasinya hanya sekitar 100 km. Ia khawatir kemunculannya yang tiba-tiba, dan kadangkala tidak dapat ia kontrol, akan membuat kehebohan bila ada saksi mata yang menyaksikannya. Toh, ia sudah ingin hidup sebagai manusia biasa. Kemampuan khususnya ingin ia tenggelamkan. Bersahabat dengan Alien membawa napas romansa yang rumit, sistem yang kerap jadi bahan sambat di lini masa, isu-isu sosial di Indonesia bagian nyaris merata, dan secuil drama keluarga yang kita dapat atas kesadaran versi dewasa.",
5019,Mengapa Tidak Kita Mulai Hari Ini? Kumpulan Tulisan Pilihan 1978-2024,Suharso Monoarfa,Fiction|Antologi,id,"Buku ini menyajikan kumpulan tulisan Suharso Monoarfa yang dipublikasikan di Harian Kompas selama kurun waktu 1978-2024. Tulisan-tulisan di dalamnya mencakup lima tema utama yang menjadi fokus pemikiran Suharso, yakni pemikiran kebangsaan, ekonomi dan pemberdayaan, perencanaan pembangunan, persoalan generasi, serta pembangunan berkelanjutan. Melalui gagasan-gagasan yang dituangkan dalam buku ini, pembaca diajak menelusuri perjalanan pemikiran Suharso yang penuh visi dan dedikasi terhadap kemajuan bangsa. Melalui buku ini, kita dapat menengok gagasan Suharso, yang meski telah telah melintasi beberapa dekade, relevansi dan keaktualan ide-ide Suharso tetap terasa hingga hari ini. Buku ini menjadi bukti konsistensi pemikiran yang kuat serta kerangka kerja yang berorientasi pada masa depan. Bagi pembaca yang ingin memahami perubahan dan tantangan yang dihadapi Indonesia dari masa ke masa, buku ini dapat menjadi referensi yang tak lekang oleh waktu.",
5020,Makhluk Tuhan Paling Sensi,Suci Syahira Fauzi,Fiction|Antologi,id,"Bukankah kita terlalu penat akan hiruk pikuk serta bangsat hidup yang buat gundah? Sedangkan rengek tangis anak kecil bersemayam dalam dada meminta sebuah sembah. Tulisan-tulisan di sini terlewat gawat, sesat, malang, serta jalang. Jika bukan bicara Tuhan, maka perempuan. Jika tidak keduanya, kau akan dapat percakapan. Jika tidak jua semuanya ... kau akan dapat umpatan. Menyelamlah lebih dalam! Buku ini berisi kumpulan tulisan, terdiri dari puisi, prosa pendek, kutipan, dan percakapan. Mengusung tema yang eksentrik dan tabu dibicarakan, yaitu tentang eksistensi perempuan dan ketuhanan. Buku ini tidak segan menyindir, menguliti, hingga mencongkel “rahasia umum” yang dianggap tidak pantas dibicarakan, padahal begitu familier di kehidupan sehari-hari. Keunggulan Buku: • Buku debut penulis bersama Mediakita. • Penulis sudah cukup dikenal dengan tulisan puisinya yang eksentrik. • Memadukan dua tema yang menarik, yaitu eksistensi perempuan dan hubungan dengan Tuhan. • Menggunakan pilihan kata yang cukup berani. • Konsep buku yang berbeda dari buku kebanyakan: dibaca dari belakang/kanan.",
5021,"Perikardia : Perjalanan Indah untuk Dikenang, Ribet untuk Diulang",dr. Gia Pratama,Fiction|Antologi,id,"Sinopsis : Ada ruang di dada, selapis tipis nan sunyi, tempat jantung pasien berdetak, dan tempat jiwa dokter berharap. Namanya: Perikardia. Lapisan pelindung jantung, seperti kenangan getir dan gaduh saat koas, berat, melelahkan, tapi tak pernah benar-benar ingin dilupakan. Gia tak pernah membayangkan menjadi dokter. Koas di Garut mengubah segalanya. Di balik baju jaga, ada malam yang basah oleh tangis, pagi yang terlalu letih untuk berharap, dan sore yang menggantung di sekitar pasien kritis. Awalnya terpaksa, tapi perlahan Gia menemukan makna: menjaga nyawa bukan sekadar ilmu, tapi tentang kebenaran mencintai manusia, bahkan saat diri sendiri hampir runtuh. Perikardia adalah rumah bagi detak yang nyaris menyerah. Tapi tetap berdetak ... karena cinta.",
5022,Sastra Indonesia dalam Enam Pertanyaan,IGNAS KLEDEN,Fiction|Antologi,id,"Sastra Indonesia dalam Enam Pertanyaan merupakan antologi karya salah seorang maestro esai yang pernah kita miliki: Ignas Kleden. Dalam buku ini, dengan ketajaman seorang intelektual tulen serta keluwesan seorang perawi, ia merespons karya nama-nama besar dalam kesusastraan Indonesia seperti Pramoedya Ananta Toer, Umar Kayam, Joko Pinurbo, Dorothea Rosa Herliany, dan lain-lain.",
5023,Cerpen Kompas 2005 : Jl. Asmaradana,Kompas,Fiction|Antologi,id,"Tanpa terasa, dalam 40 tahun perjalanan Kompas, bermunculan bukan hanya karya-karya yang berkualitas, tetapi melahirkan penulis-penulis yang mewakili generasinya. Cerita pendek-cerita pendek yang diterbitkan pada setiap edisi Kompas Minggu telah melahirkan begitu banyak penulis yang mampu menghasilkan karya yang berkualitas. Kita bisa menyebut nama Gus tf Sakai, Joni Ariadinata, Radhar Panca Dahana, hingga Djenar Maesa Ayu. Bahkan, sejak tiga tahun terakhir, perkembangannya semakin menarik karena dari cerpen-cerpen bisa dilahirkan perupa yang tidak kalah kreativitasnya. Mereka memberi tafsir dari cerpen-cerpen yang ada dan karya itu ikut ditampilkan bukan hanya dalam ilustrasi cerpen di Kompas Minggu, tetapi dipamerkan di Bentara Budaya.",
5024,Cerpen Kompas Pilihan 2005-2006 : Ripin,Kompas,Fiction|Antologi,id,"Berbeda dari tahun-tahun sebelumnya, kali ini buku kumpulan cerpen Kompas memakai judul Cerpen Kompas Pilihan sementara biasanya menggunakan judul Cerpen Pilihan Kompas. Perubahan itu adalah karena keinginan selalu merevitalisasi diri, yaitu sifat yang melekat pada media massa agar mampu mengikuti perkembangan masyarakat pembacanya. Bila sebelumnya cerpen-cerpen yang akan diterbitkan menjadi buku itu dipilih sejumlah anggota Redaksi Kompas, kali ini proses pemilihan sepenuhnya diserahkan kepada pihak luar. Untuk kali ini Redaksi Kompas memilih Prof. Dr. Bambang Sugiharto, guru besar filsafat yang mengajar di Universitas Parahyangan dan institut Teknologi Bandung, dan Nirwan Dewanto, penulis berbagai genre sastra, untuk memilih dari cerpen-cerpen yang terbit di Kompas pada tahun 2005 dan 2006. Simak pandangan keduanya mengenai 16 cerpen pilihan mereka.",
5025,Cerpen Kompas Pilihan 2007 : Cinta di Atas Perahu Cadik,Kompas,Fiction|Antologi,id,"Melanjutkan yang telah kami mulai tahun lalu, pemilihan cerpen di dalam buku antologi ini tetap dilakukan oleh mereka darí luar Kompas. Kali ini pemilihan dilakukan oleh Ayu Utami, seorang novelis dan kolumnis yang menjadi anggota Komite Sastra Dewan Kesenian Jakarta periode 2006-2009 dan pernah menjadi redaktur jurnal kebudayaan Kalam. Sosok lain yang memilih cerpen Kompas kali ini adalah Sapardi Djoko Damono, pensiunan guru besar Universitas Indonesia yang juga penulis cerpen dan puisi, dan pernah menjabat Redaktur Majalah Basis, Horison, dan Kalam. Dari seluruh cerpen yang terbit di Harian Kompas setiap hari Minggu, keduanya memilih 15 cerpen. Satu di antaranya, ""Cinta di Atas Perahu Cadik"" karangan Seno Gumira Ajidarma, terpilih sebagai cerpen terbaik. Ayu menyebut, ada hal-hal yang menjadi usang dan tidak boleh diulang sebagai ciptaan, termasuk dalam menulis cerpen. Sementara Sapardi menghubungkan antara sifat koran yang semakin terbatas ruangnya dengan kemampuan cerpenis menyusun cerpen koran yang meyakinkan. Dua dasar pemikiran itu pula yang antara lain mendasari pemilihan cerpen di dalam antologi Cerpen Kompas Pilihan 2007 ini. Selamat membaca.",
5026,Cerpen Pilihan Kompas 2004: Sepipun Menari di Tepi Hari,Kompas,Fiction|Antologi,id,"Angka 13 memang bukan angka istimewa, tetapi juga– meski bagi sebagian orang dianggap sebagai angka sial-bukan simbol kemalangan. Kalaupun pada tahap awal tim juri yang bertugas memilih cerpen-cerpen yang akan dibukukan dalam kumpulan (ke-13) Sepi pun Menari di Tepi Hari: Cerpen Pilihan Kompas 2004 ini mengalami ""kesulitan"" memenuhi jumlah minimal karya-karya yang dinominasikan, itu adalah soal lain. Kenyataan bahwa hanya delapan naskah yang langsung masuk nominasi didukung minimal empat dari tujuh anggota juri dari paling tidak 15 cerpen yang akan dibukukan, tentu saja ini tak bersangkut-paut dengan stigma negatif terhadap angka tiga belas!",
5027,Cerpen Pilihan Kompas 2003 : Waktu Nayla,Kompas,Fiction|Antologi,id,"Cerpen Pilihan Kompas 2003 : Waktu Nayla Manakah di antara 18 cerita ini merupakan cerpen terbaik? Sungguh tidak mudah memilihnya, karena cerpen-cerpen di sini memiliki kekuatan sekaligus kelemahan masing-masing, secara umum, kelemahan yang menonjol adalah ketimpangan dalam penggarapan konflik dan perwatakan... (Akan tetapi), terlepas dari itu, cerpen-cerpen dalam antologi ini mencerminkan kreativitas cerpenis Indonesia yang terus-menerus dengan caranya sendiri-sendiri dalam mencari bentuk dan isi cerpen Indonesia masa depan.",
